"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","responses","experimental_goal_height","experimental_start_height","experimental_weeks_total","experimental_crop_type","experimental_crop_side","fixed_goal_height","fixed_start_height","fixed_weeks_total","fixed_crop_type","trial_kind","trial_number","stage","left_current_height","left_weeks_remaining","left_crop_type","right_current_height","right_weeks_remaining","right_crop_type","mean_left_growth_given_left","sd_left_growth_given_left","mean_left_growth_given_middle","sd_left_growth_given_middle","mean_left_growth_given_right","sd_left_growth_given_right","mean_right_growth_given_left","sd_right_growth_given_left","mean_right_growth_given_middle","sd_right_growth_given_middle","mean_right_growth_given_right","sd_right_growth_given_right","response","response_time","left_growth","right_growth","other_key_pressed","mouse_clicked"
"","","plant-game","0","56","592334","0-0","","200","180","8","CORN CROP","Left","200","190","8","NETTLE WEED","experimental","15","1,2,3,4,5,6,7,8","180,186.61863043719293,156.4570515997935,177.4027515900334,236.38884146946543,271.6896970612618,291.26232495881186,308.8482141228716","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","190,179.65503605760603,206.28236987914553,181.43977494816622,194.17050666061064,209.62962812411172,203.09212843931195,229.34646982590345","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","1,1,0,0,0,1,1,1","8175,2314,4761,549,1177,687,1109,594","6.618630437192936,-30.161578837399436,20.945699990239902,58.98608987943203,35.30085559179638,19.572627897550035,17.585889164059708,-22.36610600518269","-10.34496394239397,26.627333821539505,-24.84259493097931,12.73073171244442,15.459121463501079,-6.537499684799757,26.254341386591513,5.315675974017246","0","0"
"511","86","text","0","57","593005","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","58","601276","0-0","","200","180","4","CORN CROP","Left","200","190","2","THISTLE WEED","experimental","16","1,2,3,4","180,148.29106099747327,173.18054603134328,216.38551502647275","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","190,185.24441964896084,180,204.46625258522042","2,1,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,0,0,1","1263,769,709,631","-31.708939002526737,24.889485033870017,43.20496899512946,2.022883515370365","-4.755580351039146,-0.9273582684919113,24.466252585220428,-15.475543469354363","0","0"
"4312","86","text","0","59","605757","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","60","619461","0-0","","200","190","2","CORN CROP","Left","200","120","8","THISTLE WEED","experimental","17","1,2,3,4,5,6,7,8","190,193.56913095710237,140,141.31063839139406,140.57460361197155,150.08817764681226,176.62198092558205,186.1770945098808","2,1,6,5,4,3,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","120,130.7194036420436,127.33259920119426,126.63985586732147,130.48030562021853,118.50621058692104,125.52048621839688,160.70821601116552","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,1,0,0,0,0,0","2425,719,1476,894,1335,683,553,581","3.569130957102363,18.555010573387197,1.310638391394071,-0.7360347794225035,9.513574034840694,26.533803278769785,9.55511358429873,28.32529366650494","10.719403642043602,-3.386804440849339,-0.6927433338727846,3.840449752897058,-11.974095033297488,7.014275631475845,35.18772979276865,6.637203299977497","0","0"
"495","86","text","0","61","620087","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","62","626003","0-0","","200","160","1","WHEAT CROP","Left","200","120","1","THISTLE WEED","experimental","18","1","160","1","WHEAT CROP","120","1","THISTLE WEED","20","20","10","20","0","20","20","20","10","20","0","20","0","2341","42.862317723464045","12.782819540614678","0","0"
"579","86","text","0","63","626749","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","64","636004","0-0","","200","190","1","CORN CROP","Left","200","190","2","THISTLE WEED","experimental","19","1,2","190,190","1,1","CORN CROP,WHEAT CROP","190,189.9338084202345","2,1","THISTLE WEED,THISTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","1,0","3532,781","2.4956889169992076,56.869904491497735","-0.06619157976550058,27.65892667854154","0","0"
"559","86","text","0","65","636693","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","66","644068","0-0","","200","120","1","WHEAT CROP","Left","200","190","1","NETTLE WEED","experimental","20","1","120","1","WHEAT CROP","190","1","NETTLE WEED","20","20","10","20","0","20","20","20","10","20","0","20","1","4881","24.933849452535682","14.065572245052373","0","0"
"439","86","text","0","67","644647","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","68","650207","0-0","","200","120","1","WHEAT CROP","Left","200","120","1","NETTLE WEED","experimental","21","1","120","1","WHEAT CROP","120","1","NETTLE WEED","20","20","10","20","0","20","20","20","10","20","0","20","0","3172","31.900336612065825","37.01162233205537","0","0"
"482","86","text","0","69","650829","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","70","655107","0-0","","200","180","1","CORN CROP","Left","200","180","1","THISTLE WEED","experimental","22","1","180","1","CORN CROP","180","1","THISTLE WEED","20","20","10","20","0","20","20","20","10","20","0","20","0","1572","26.69722024379204","-14.769178388233797","0","0"
"475","86","text","0","71","655752","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","72","667744","0-0","","200","190","2","CORN CROP","Left","200","190","8","THISTLE WEED","experimental","23","1,2,3,4,5,6,7,8","190,226.40407865451328,140,152.53040288548084,183.9077420271947,195.8392560278221,166.94417179075256,178.92994353153105","2,1,6,5,4,3,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","190,187.2347781930885,170.29829908476515,190.4710249984916,221.1214071881169,238.9066248647299,278.1357974949646,280.81595681118665","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,0,1,1,1,1,1","1581,2258,848,545,594,437,121,123","36.40407865451327,8.6740610169307,12.530402885480825,31.37733914171387,11.931514000627397,-28.895084237069536,11.985771740778477,0.10585146217011784","-2.765221806911505,-16.93647910832334,20.172725913726467,30.65038218962532,17.785217676612998,39.22917263023471,2.68015931622204,-5.595333474811273","0","0"
"510","86","text","0","73","668454","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","74","673486","0-0","","200","160","2","CORN CROP","Left","200","180","2","THISTLE WEED","experimental","24","1,2","160,142.76279497693494","2,1","CORN CROP,CORN CROP","180,190.5739505569871","2,1","THISTLE WEED,THISTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","1,0","1854,505","-17.237205023065066,34.54887195955055","10.573950556987109,39.83698982432455","0","0"
"456","86","text","0","75","674082","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","76","688405","0-0","","200","190","8","WHEAT CROP","Right","200","160","4","THISTLE WEED","experimental","25","1,2,3,4,5,6,7,8","160,188.21154420510052,179.78902297274232,173.9760754280193,160,170.6649607107644,160.7788935746666,184.7633387255808","4,3,2,1,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","190,222.27744112993597,229.17122176932415,211.9929161045643,223.57785253875815,232.48894262856146,258.45300849977014,275.7544753973819","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,0,0,1,0,0,0","1181,2141,1198,1287,1227,719,540,427","28.211544205100523,-8.422521232358214,-5.812947544723005,13.616407935108715,10.664960710764394,-9.886067136097797,23.984445150914226,-15.287413351167745","32.277441129935966,6.893780639388181,-17.178305664759847,11.584936434193846,8.911090089803302,25.96406587120866,17.301466897611775,-8.589651379577104","0","0"
"389","86","text","0","77","688944","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","78","697769","0-0","","200","160","8","CORN CROP","Right","200","160","8","NETTLE WEED","experimental","26","1,2,3,4,5,6,7,8","160,197.43346850427375,222.09588736237706,221.51692200545767,254.06704939664434,272.3158668118322,234.3112451662928,221.69282938127995","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","160,182.82417900878806,157.7523451523764,131.17875596510365,133.74611523105565,112.37440612368931,85.84813989123192,123.76181237358618","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,0,1,0,0,0,0","1611,678,656,735,460,282,271,592","37.43346850427374,24.662418858103308,-0.5789653569193876,32.55012739118666,18.248817415187872,-38.004621645539444,-12.618415785012848,16.86463347744695","22.824179008788054,-25.071833856411683,-26.573589187272745,2.5673592659520033,-21.37170910736635,-26.52626623245739,37.91367248235426,2.4240612700015967","0","0"
"247","86","text","0","79","698106","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","80","707691","0-0","","200","190","1","CORN CROP","Left","200","190","4","NETTLE WEED","experimental","27","1,2,3,4","190,170,194.33400686243334,227.59379323731815","1,3,2,1","CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","190,231.00384987356398,234.60752563585626,246.73276509264036","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,1,1,1","869,1652,535,563","27.521256820728016,24.334006862433355,33.259786374884804,16.06107789794343","41.003849873563965,3.6036757622922777,12.125239456784096,-18.52346134883212","0","0"
"387","86","text","0","81","708238","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","82","715174","0-0","","200","120","4","WHEAT CROP","Right","200","160","4","THISTLE WEED","experimental","28","1,2,3,4","160,180.10581424301168,239.08551050041999,238.9722401954997","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,93.8272608159937,114.0330383883042,160.0161454218924","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,1,0,0","815,2294,527,253","20.105814243011668,58.9796962574083,-0.11327030492029977,30.986098371411703","-26.172739184006296,20.20577757231051,45.98310703358818,-2.3390047780027277","0","0"
"475","86","text","0","83","715779","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","84","722731","0-0","","200","180","2","CORN CROP","Right","200","180","2","NETTLE WEED","experimental","29","1,2","180,194.020522116504","2,1","NETTLE WEED,NETTLE WEED","180,210.65400179483345","2,1","CORN CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,0","3531,911","14.020522116503997,-23.629197089358875","30.654001794833448,-12.732617356275766","0","0"
"504","86","text","0","85","723375","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","86","737097","0-0","","200","180","8","WHEAT CROP","Left","200","120","1","THISTLE WEED","experimental","30","1,2,3,4,5,6,7,8","180,153.11442904369645,168.61145002976485,173.19255436866644,156.9092474447822,174.0130178946342,225.33648711790778,225.53420942818784","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","120,130,154.14020101052859,118.39085248747548,147.95801935299508,154.7442429552509,193.9109593937742,191.18213633593174","1,7,6,5,4,3,2,1","THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,0,0,0,0,1,1","2184,1403,449,434,397,327,1390,835","-26.885570956303546,15.497020986068396,4.5811043389015875,-16.283306923884226,17.103770449851993,51.32346922327358,0.19772231028004875,-17.536140107950892","53.10865414142751,24.140201010528592,-35.7493485230531,29.567166865519585,6.786223602255836,39.16671643852328,-2.728823057842442,-21.981250618584557","0","0"
"472","86","text","0","87","737719","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","88","745785","0-0","","200","160","2","CORN CROP","Left","200","120","4","THISTLE WEED","experimental","31","1,2,3,4","160,206.96122586963656,180,180.0753964470842","2,1,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP","120,112.06946785086294,81.67822043658803,112.12403779992785","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,1,0,0","1233,779,700,439","46.96122586963658,-7.517194678558679,0.0753964470841737,71.01594609238191","-7.930532149137061,-30.391247414274897,30.445817363339817,12.28795770933762","0","0"
"406","86","text","0","89","746321","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","90","756360","0-0","","200","190","4","WHEAT CROP","Right","200","190","2","NETTLE WEED","experimental","32","1,2,3,4","190,189.31768450186445,180,190.99808777270812","2,1,2,1","NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED","190,199.4278463869523,180.0562713911189,171.46724068810857","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,1","1453,2377,1016,959","-0.6823154981355489,22.71421864411552,10.998087772708109,33.64026606980313","9.427846386952295,-19.371574995833388,-8.589030703010348,10.770771745965384","0","0"
"2037","86","text","0","91","758552","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","92","769754","0-0","","200","190","8","CORN CROP","Left","200","180","2","THISTLE WEED","experimental","33","1,2,3,4,5,6,7,8","190,157.23547297504933,138.18513338347734,151.8518984808931,190.25831338637744,210.90710812858748,220.32862187049048,230.5976375111565","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,207.65399966146737,140,145.42032925377143,168.0729374527476,214.51318352236387,226.60193768269275,223.282228750407","2,1,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,0,0,0,1,1,1","1835,1254,755,339,410,563,348,129","-32.76452702495065,-19.05033959157201,13.666765097415762,38.40641490548434,20.648794742210047,9.421513741903004,10.269015640666028,12.491570369991951","27.653999661467378,9.664853458541726,5.4203292537714365,22.652608198976175,46.44024606961629,12.088754160328888,-3.3197089322857587,-45.25632248592232","0","0"
