"rt","key_press","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","responses","experimental_goal_height","experimental_start_height","experimental_weeks_total","experimental_crop_type","experimental_crop_side","fixed_goal_height","fixed_start_height","fixed_weeks_total","fixed_crop_type","trial_kind","trial_number","stage","left_current_height","left_weeks_remaining","left_crop_type","right_current_height","right_weeks_remaining","right_crop_type","mean_left_growth_given_left","sd_left_growth_given_left","mean_left_growth_given_middle","sd_left_growth_given_middle","mean_left_growth_given_right","sd_left_growth_given_right","mean_right_growth_given_left","sd_right_growth_given_left","mean_right_growth_given_middle","sd_right_growth_given_middle","mean_right_growth_given_right","sd_right_growth_given_right","response","response_time","left_growth","right_growth","other_key_pressed","mouse_clicked"
"","","plant-game","0","388","2523028","0-0","","200","190","8","CORN CROP","Right","200","160","4","NETTLE WEED","experimental","181","1,2,3,4,5,6,7,8","160,157.32402066466761,155.6680719877014,193.6476691005096,160,196.96335555483608,188.51082133258979,165.6843816653008","4,3,2,1,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","190,227.65571905181173,232.7406536388044,221.26786218166654,242.0720745081984,277.38218478010003,295.84520038294767,290.31742610142635","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,1,0,1,1,0,1,1","1216,590,198,398,749,673,822,2748","-2.6759793353323893,-1.6559486769661902,37.97959711280819,36.25372710079602,36.96335555483607,-8.452534222246312,-22.826439667288987,20.28369052119047","37.65571905181173,5.084934586992649,-11.472791457137832,20.804212326531864,35.31011027190165,18.46301560284766,-5.5277742815212925,6.669278556884668","1","0"
"240","86","text","0","389","2523388","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","390","2530699","0-0","","200","180","4","CORN CROP","Right","200","160","2","NETTLE WEED","experimental","182","1,2,3,4","160,192.85121071192174,180,199.13507645996697","2,1,2,1","NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED","180,158.9851082773444,160.6807092325562,171.9265584308713","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,1,1","768,657,752,1042","32.85121071192175,-36.80958654413297,19.135076459966957,44.512363845951555","-21.014891722655598,1.6956009552118005,11.245849198315096,20.927095473430885","0","0"
"504","86","text","0","391","2531323","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","392","2538994","0-0","","200","180","2","WHEAT CROP","Left","200","160","1","NETTLE WEED","experimental","183","1,2","180,195.33846945126825","2,1","WHEAT CROP,WHEAT CROP","160,190","1,1","NETTLE WEED,THISTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,0","1433,327","15.33846945126825,22.854385902963557","9.07472412277708,30.74662872899571","0","0"
"192","86","text","0","393","2539306","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","394","2549438","0-0","","200","190","4","WHEAT CROP","Left","200","120","8","THISTLE WEED","experimental","184","1,2,3,4,5,6,7,8","190,179.15342046415037,200.4080489761339,245.44319855358637,160,193.51673898256973,179.9480315025952,209.83050060295992","4,3,2,1,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","120,112.78480190103411,115.96377878423925,158.28198849118183,221.50265908057082,256.4770570718479,273.24422247849986,324.3283793698499","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,1","1044,484,449,371,813,405,377,1138","-10.846579535849614,21.254628511983512,45.035149577452465,13.373716885646125,33.51673898256972,-13.56870747997452,29.88246910036471,19.379654146376495","-7.215198098965882,3.178976883205138,42.31820970694258,63.22067058938899,34.97439799127708,16.76716540665195,51.084156891350084,-14.146009010155844","0","0"
"521","86","text","0","395","2550089","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","396","2560479","0-0","","200","190","2","WHEAT CROP","Right","200","180","1","NETTLE WEED","experimental","185","1,2","180,190","1,1","NETTLE WEED,THISTLE WEED","190,228.06022597117925","2,1","WHEAT CROP,WHEAT CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,1","1782,2742","21.961631333300236,-43.22988592169391","38.06022597117925,46.228030791892394","0","0"
"602","86","text","0","397","2561251","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","398","2570569","0-0","","200","120","1","WHEAT CROP","Left","200","190","4","NETTLE WEED","experimental","186","1,2,3,4","120,170,196.2170222718633,204.78288485255882","1,3,2,1","WHEAT CROP,CORN CROP,CORN CROP,CORN CROP","190,235.73114693284916,273.49077363492756,226.52598047210077","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,1,1","960,1951,676,412","1.0563602397748824,26.2170222718633,8.565862580695535,14.337773119222346","45.73114693284915,37.75962670207838,-46.9647931628268,22.835737806819274","0","0"
"1746","86","text","0","399","2572515","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","400","2578753","0-0","","200","180","4","WHEAT CROP","Right","200","180","2","THISTLE WEED","experimental","187","1,2,3,4","180,172.07823328632685,180,211.7787307012278","2,1,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED","180,135.55529798711734,181.15741207165377,250.7497482345682","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,1,1","1074,360,934,212","-7.921766713673147,40.06823256296779,31.7787307012278,35.27085357283843","-44.44470201288267,45.60211408453642,69.5923361629144,8.09143695927755","0","0"
"151","86","text","0","401","2579024","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","402","2589990","0-0","","200","120","4","CORN CROP","Left","200","180","2","THISTLE WEED","experimental","188","1,2,3,4","120,145.93114745319764,186.74001968757054,177.66329227703343","4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,147.5771456060262,180,204.0985227970822","2,1,2,1","THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,1,0,1","1628,341,1687,428","25.93114745319763,40.8088722343729,-9.076727410537103,13.947339664571443","-32.422854393973815,-33.53525804943186,24.098522797082218,-15.549024475086089","0","0"
"454","86","text","0","403","2590547","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","404","2599628","0-0","","200","190","8","WHEAT CROP","Left","200","190","8","THISTLE WEED","experimental","189","1,2,3,4,5,6,7,8","190,249.281534327813,250.17112297931425,234.88670991355335,274.6052891983122,312.31384822339976,288.4339711500658,310.0737588405507","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","190,204.58770280052414,205.90458105460755,193.90507244734656,217.40924349186116,209.39865029072166,220.53423000062176,246.18603829496033","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,1,0,1,1,1,1","1508,532,565,928,314,296,566,383","59.281534327813,0.8895886515012437,-15.284413065760894,39.718579284758874,37.70855902508756,-23.879877073333923,21.63978769048484,-2.5024075100154826","14.587702800524148,1.3168782540833952,-11.999508607260994,23.504171044514592,-8.01059320113951,11.135579709900105,25.651808294338565,-0.7423701438381723","0","0"
"552","86","text","0","405","2600340","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","406","2608208","0-0","","200","190","2","CORN CROP","Right","200","160","1","THISTLE WEED","experimental","190","1,2","160,190","1,1","THISTLE WEED,NETTLE WEED","190,240.7670160845486","2,1","CORN CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,0","946,2337","28.97777604636667,5.656545957663189","50.767016084548594,-13.883956135748331","0","0"
"387","86","text","0","407","2608755","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","408","2614555","0-0","","200","180","1","WHEAT CROP","Right","200","160","2","NETTLE WEED","experimental","191","1,2","160,188.5595536219417","2,1","NETTLE WEED,NETTLE WEED","180,190","1,1","WHEAT CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,1","987,267","28.559553621941674,19.465696279454093","18.82020348068485,29.087098297870842","0","0"
"183","86","text","0","409","2614828","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","410","2624389","0-0","","200","190","8","CORN CROP","Left","200","120","4","THISTLE WEED","experimental","192","1,2,3,4,5,6,7,8","190,220.26954617016293,221.35167039586693,238.21928581948032,262.42867609901896,238.62708588207937,288.284044815504,275.9501809483054","8,7,6,5,4,3,2,1","CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","120,127.15001999873608,126.4782131548705,115.22468065292087,160,165.56643329655796,153.64822138380745,158.62573028905268","4,3,2,1,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,1,1,1,1,1,1","1258,439,586,305,712,277,317,351","30.269546170162926,1.0821242257040167,16.867615423613376,24.20939027953866,-23.801590216939587,49.6569589334246,-12.333863867198595,-17.120021176087675","7.150019998736084,-0.6718068438655853,-11.253532501949632,-25.570789985871947,5.566433296557969,-11.918211912750504,4.977508905245217,39.963161886011626","0","0"
"1136","86","text","0","411","2625675","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","412","2635164","0-0","","200","180","2","WHEAT CROP","Left","200","160","4","THISTLE WEED","experimental","193","1,2,3,4","180,207.69701810501996,180,161.23377117248293","2,1,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP","160,172.07192823333799,186.05986713367884,198.4209553675502","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","1,0,1,0","927,1621,849,1461","27.69701810501996,52.35708974054052,-18.766228827517075,52.40030333468833","12.071928233337985,13.987938900340845,12.361088233871353,1.6940548961437187","0","0"
"522","86","text","0","413","2635816","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","414","2644565","0-0","","200","190","8","WHEAT CROP","Left","200","180","4","NETTLE WEED","experimental","194","1,2,3,4,5,6,7,8","190,189.31456026473444,186.5085486947845,162.8250687033259,164.73858367555536,183.01320071430408,209.1784170760916,200.89180451896902","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","180,219.74862607921992,217.73983249133568,228.43482687110662,160,186.88952771681844,206.90367995403463,226.66213352547777","4,3,2,1,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,1,1,0,0,1,1","459,495,307,302,853,526,480,110","-0.685439735265561,-2.8060115699499324,-23.683479991458604,1.913514972229453,18.27461703874872,26.1652163617875,-8.286612557122567,-16.22696706937111","39.748626079219925,-2.0087935878842558,10.694994379770952,35.01696511976079,26.88952771681844,20.014152237216198,19.758453571443148,-5.337233431541758","0","0"
"165","86","text","0","415","2644870","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","416","2652986","0-0","","200","120","2","CORN CROP","Left","200","180","1","NETTLE WEED","experimental","195","1,2","120,145.01324552721027","2,1","CORN CROP,CORN CROP","180,190","1,1","NETTLE WEED,THISTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","0,0","1651,929","25.013245527210266,-13.998883260057724","57.549091678455284,22.0514420486479","0","0"
"548","86","text","0","417","2653659","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","418","2664157","0-0","","200","190","2","WHEAT CROP","Left","200","180","4","THISTLE WEED","experimental","196","1,2,3,4","190,182.03117997654087,180,226.23851521795518","2,1,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP","180,215.22853632506707,222.7823660458777,229.8888714125819","4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,1,0,1","1477,483,1320,389","-7.968820023459141,32.029400618727784,46.2385152179552,-3.7475193823254282","35.228536325067076,7.553829720810629,7.106505366704198,-4.025346514194646","0","0"
"370","86","text","0","419","2664654","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","420","2672160","0-0","","200","180","2","WHEAT CROP","Right","200","120","4","NETTLE WEED","experimental","197","1,2,3,4","120,163.93994483412982,136.47601757243103,125.64518619923908","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,216.84479401427075,180,182.0816018301261","2,1,2,1","WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,1,1,1","1355,682,687,360","43.93994483412982,-27.4639272616988,-10.830831373191963,53.94587065164423","36.84479401427074,-3.170199967500345,2.0816018301261003,-2.9120498995917856","1","0"
"427","86","text","0","421","2672697","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","422","2682663","0-0","","200","180","1","CORN CROP","Right","200","160","8","THISTLE WEED","experimental","198","1,2,3,4,5,6,7,8","160,164.09057583315186,174.89682181571135,159.14894372253536,156.39667992751532,177.102860247475,201.9807155666298,169.39516147787816","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","180,130,138.9765129164327,142.42418119292637,177.9089749500202,208.75093591178947,233.56088281651938,207.57491849575194","1,7,6,5,4,3,2,1","CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,1,1,1,1,0,1","687,796,492,349,374,439,1153,738","4.090575833151863,10.806245982559483,-15.747878093175999,-2.752263795020056,20.706180319959692,24.877855319154797,-32.585554088751636,40.50291691986932","23.45544729490271,8.976512916432712,3.4476682764936513,35.48479375709381,30.84196096176928,24.8099469047299,-25.98596432076745,3.1593676104177817","0","0"
"3441","86","text","0","423","2686244","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","424","2694917","0-0","","200","190","4","WHEAT CROP","Left","200","180","8","THISTLE WEED","experimental","199","1,2,3,4,5,6,7,8","190,194.63061186535316,227.48228214778507,198.4813304533476,160,200.19933654946573,209.34641709980872,236.10502153634155","4,3,2,1,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,CORN CROP,CORN CROP,CORN CROP,CORN CROP","180,186.10686084157413,200.32148898096344,192.9078013608675,186.01566329833327,208.64482275770698,211.56454303731277,167.41496462528391","8,7,6,5,4,3,2,1","THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,0,1,1,0,1,1,0","906,389,384,206,726,554,123,673","4.63061186535316,32.85167028243191,-29.00095169443748,27.30301511789216,40.19933654946574,9.147080550342995,26.75860443653285,29.29725572437775","6.106860841574125,14.214628139389294,-7.4136876200959465,-6.892138062534232,22.62915945937372,2.9197202796057957,-44.14957841202885,4.035070502561034","0","0"
"110","86","text","0","425","2695133","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","426","2703023","0-0","","200","120","4","WHEAT CROP","Left","200","120","1","NETTLE WEED","experimental","200","1,2,3,4","120,156.06336853427004,187.89689355336677,212.96150591637135","4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","120,170,184.71033541927216,187.85193354442555","1,3,2,1","NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","20,20,20,20","20,20,20,20","10,10,10,10","20,20,20,20","0,0,0,0","20,20,20,20","0,0,1,0","916,2070,440,603","36.06336853427005,31.833525019096733,25.064612363004585,51.615665551804106","38.2271323980724,14.710335419272155,3.1415981251533847,23.925498314962905","0","0"
"120","86","text","0","427","2703243","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","428","2708103","0-0","","200","120","2","WHEAT CROP","Right","200","120","2","NETTLE WEED","experimental","201","1,2","120,213.28449386341293","2,1","NETTLE WEED,NETTLE WEED","120,144.3880305405061","2,1","WHEAT CROP,WHEAT CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,0","1654,664","93.28449386341293,38.44289001148839","24.388030540506083,16.91967026576579","0","0"
"257","86","text","0","429","2708483","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","430","2716016","0-0","","200","120","8","WHEAT CROP","Right","200","190","4","NETTLE WEED","experimental","202","1,2,3,4,5,6,7,8","190,192.8089599712044,221.80145727517464,201.53694379577956,160,190.38057863844347,219.91228700860347,175.94106314370396","4,3,2,1,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED,THISTLE WEED","120,105.9347276537893,116.14004950759357,89.09554932093728,95.0570864047465,116.32863032411842,106.17748869853358,106.32413885738937","8,7,6,5,4,3,2,1","WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","1,0,0,0,1,1,0,0","1216,557,510,113,80,198,635,174","2.808959971204395,28.992497303970268,-20.264513479395085,-18.490115614986703,30.380578638443474,29.531708370159997,-43.97122386489951,56.73356395216048","-14.065272346210705,10.205321853804286,-27.04450018665629,5.9615370838092225,21.27154391937192,-10.151141625584849,0.14665015885579333,-5.239207861107555","0","0"
"1855","86","text","0","431","2718025","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","432","2725679","0-0","","200","190","1","WHEAT CROP","Left","200","120","2","NETTLE WEED","experimental","203","1,2","190,190","1,1","WHEAT CROP,CORN CROP","120,128.75915630283356","2,1","NETTLE WEED,NETTLE WEED","20,20","20,20","10,10","20,20","0,0","20,20","20,20","20,20","10,10","20,20","0,0","20,20","1,1","2220,1207","19.238021411678197,0.1898039996848918","8.759156302833546,-48.77972546375875","0","0"
"477","86","text","0","433","2726266","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","434","2732673","0-0","","200","180","1","WHEAT CROP","Right","200","190","2","NETTLE WEED","experimental","204","1,2","190,229.75501554031462","2,1","NETTLE WEED,NETTLE WEED","180,190","1,1","WHEAT CROP,CORN CROP","0,0","20,20","10,10","20,20","20,20","20,20","0,0","20,20","10,10","20,20","20,20","20,20","1,0","1168,615","39.75501554031461,-23.984691943956456","28.390562236396082,-29.2244254924372","0","0"
"1966","86","text","0","435","2734789","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","436","2745576","0-0","","200","120","2","CORN CROP","Left","200","180","8","NETTLE WEED","experimental","205","1,2,3,4,5,6,7,8","120,109.1859688721577,140,112.31292786306412,118.19928614611872,125.33499147099765,128.929363111577,137.11591761306016","2,1,6,5,4,3,2,1","CORN CROP,CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","180,210.7780517740499,186.60071103245488,194.01392087864062,208.518179570254,219.9001999600383,212.0729680032842,231.9892403374771","8,7,6,5,4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","20,20,20,20,20,20,20,20","10,10,10,10,10,10,10,10","20,20,20,20,20,20,20,20","0,0,0,0,0,0,0,0","20,20,20,20,20,20,20,20","0,1,1,0,1,1,1,1","897,1499,1415,827,549,240,352,344","-10.814031127842295,19.12144057184829,-27.687072136935875,5.886358283054609,7.135705324878932,3.594371640579361,8.186554501483146,-14.274527009658156","30.778051774049903,-24.177340741595025,7.413209846185728,14.504258691613398,11.382020389784284,-7.827231956754106,19.91627233419291,-0.29837313857293235","0","0"
"520","86","text","0","437","2746228","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","plant-game","0","438","2754479","0-0","","200","180","1","CORN CROP","Right","200","120","4","NETTLE WEED","experimental","206","1,2,3,4","120,116.23695502739982,123.7375195468903,138.2815276710895","4,3,2,1","NETTLE WEED,NETTLE WEED,NETTLE WEED,NETTLE WEED","180,170,171.33660966186352,170.74577401238537","1,3,2,1","CORN CROP,WHEAT CROP,WHEAT CROP,WHEAT CROP","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","0,0,0,0","20,20,20,20","10,10,10,10","20,20,20,20","20,20,20,20","20,20,20,20","1,0,0,1","895,1046,434,403","-3.7630449726001842,7.500564519490478,14.544008124199197,23.041172228087923","14.34892303133099,1.336609661863527,-0.5908356494781587,-20.273616772817306","0","0"
"347","86","text","0","439","2754946","0-0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
